OBJID,CLASS
588017704000618628,1
588017703997735003,0
588017703996883011,1
588017703994130540,5
588017703993147599,0
588017703494943212,0
588017703491207357,0
588017703490355439,0
588017703489700179,0
588017703487865158,0
588017703483080957,0
588017703480983587,3
588017703478558882,3
588017703475740843,3
588017703470170282,0
588017703469777068,5
588017703469777004,0
588017703466041483,0
588017703462961326,0
588017703462371431,0
588017703460339795,0
588017703458635900,3
588017703457521796,0
588017703456931956,0
588017702954336441,4
588017702950928483,0
588017702950273366,0
588017702949552181,2
588017702948962519,3
588017702948503836,3
588017702948241803,3
588017702947389617,0
588017702946799977,1
588017702942998773,0
588017702940508270,5
588017702939984047,0
588017702937624797,0
588017702933758080,0
588017702932775054,0
588017702932775021,1
588017702932775012,0
588017702926418064,0
588017702925893815,0
588017702925435001,0
588017702923272342,0
588017702922027127,0
588017702921437301,0
588017702416089227,0
588017702410649655,0
588017702406848655,0
588017702404030615,0
588017702399574100,0
588017702399508672,0
588017702398197882,0
588017702396952692,3
588017702396428373,0
588017702393282739,0
588017702384238681,4
588017702382993617,0
588017702382338171,0
588017677692698945,3
588017677155959035,0
588017677154975957,0
588017627779170430,0
588017627776221460,0
588017627774255299,0
588017627772420234,0
588017627771109481,0
588017627770847374,0
588017627768029298,0
588017627767505028,1
588017627764752485,1
588017627764293825,0
588017627757871244,3
588017627237384257,2
588017627236466818,0
588017627235877033,0
588017627235352633,2
588017627233452116,1
588017627232665714,0
588017627229716607,0
588017627229520085,0
588017627228143755,1
588017627221000373,0
588017627220934824,0
588017627219820803,0
588017626709295195,0
588017626709164137,0
588017626706084051,5
588017626704576743,0
588017626703790122,0
588017626701168737,0
588017626683867325,0
588017626683080874,3
588017626169475193,0
588017626169278558,0
588017626167050372,0
588017626165346561,0
588017626164494543,0
588017626161873004,1
588017626160300247,0
588017626159775841,0
588017626158858278,0
588017626157482117,3
588017626155319463,0
588017626150142123,1
588017626149617855,0
588017626149486779,3
588017625634635945,0
588017625633325257,0
588017625632735454,0
588017625629589724,0
588017625629130985,0
588017625626706071,0
588017625623167197,0
588017625621987484,3
588017625621266457,0
588017625619955889,0
588017625619300515,0
588017625619169458,0
588017625616613399,1
588017625615368435,0
588017625610977433,0
588017625090949260,0
588017625089572975,0
588017625083674725,3
588017625082757278,0
588017625082298496,0
588017625079021684,0
588017625076924527,3
588017625073778798,2
588017606306562189,0
588017606305513582,0
588017606299615380,3
588017606299287676,0
588017606297976893,4
588017606289653919,3
588017606289588389,0
588017606288801944,5
588017606285721718,0
588017606285000818,0
588017605774016749,3
588017605772509327,0
588017605772181633,0
588017605771264180,0
588017605771067629,5
588017605766479982,0
588017605765759123,0
588017605764055130,0
588017605763530874,0
588017605761302641,0
588017605758877828,0
588017605757829183,0
588017605755601000,0
588017605754814493,0
588017605752914021,5
588017605752782970,2
588017605752324227,0
588017605237473510,5
588017605237145802,0
588017605235245104,0
588017605234983120,0
588017605234458783,3
588017605233868945,0
588017605232230539,0
588017605230723185,0
588017605229412487,0
588017605229215815,0
588017605225021530,0
588017605223907418,0
588017605220761687,0
588017605219909749,1
588017605219516589,3
588017605216239771,3
588017605215584345,1
588017605214732503,0
588017605213487239,2
588017605212045440,0
588017604699947199,0
588017604698374268,0
588017604695490791,0
588017604695294038,0
588017604693721196,3
588017604681138305,3
588017604680482972,1
588017604680417409,0
588017604679237697,0
588017604677140682,0
588017604674388086,3
588017604165304330,5
588017604164780204,0
588017604163993814,3
588017604163731674,0
588017604163600586,0
588017604162683093,0
588017604152262779,0
588017604150755553,0
588017604147282036,5
588017604144136295,1
588017604143284256,0
588017604139745491,0
588017604138107009,0
588017604136796338,3
588017603624501346,3
588017603620896924,0
588017603617423427,0
588017603615588368,0
588017603612901441,0
588017603610280040,1
588017603608772830,3
588017603608707191,0
588017603607986279,0
588017603603726463,0
588017603601760430,0
588017603600842940,0
588017571386097771,1
588017571385835615,0
588017571384393907,1
588017570847588534,0
588017570316681353,3
588017570315960448,0
588017570315370660,0
588017570313732277,3
588017570311373045,1
588017569779875966,0
588017569776599166,0
588017569774436539,0
588017569241366649,0
588017569239269544,0
588017567635275905,0
588017567631736892,1
588017567101222965,4
588017567099125929,0
588017566560682071,3
588017566560223256,3
588017566559371334,0
588017566556225718,0
588017566026235994,0
588017566023811155,0
588017566022434956,0
588017565484974158,0
588017565484187791,0
588017565481828466,0
588017564953018459,0
588017564949807208,0
588017564947382377,1
588017564944433407,0
588017116665675922,0
588017116663972015,0
588017116662661225,0
588017116131950797,1
588017116129198264,0
588017116122251394,0
588017116122185825,0
588017115595407526,0
588017115058143409,0
588017115058012341,0
588017115056308370,0
588017115054800993,0
588017115054014601,0
588017115053555901,3
588017115053228256,0
588017114518519890,4
588017114514653338,0
588017113979682906,4
588017112373264527,3
588017112370839723,3
588017112368939148,2
588017112366710938,0
588017112361205867,0
588017111831543951,0
588017111831347286,0
588017111829971142,0
588017111828332690,0
588017111827218515,0
588017111825907788,3
588017111825580156,0
588017111824793638,0
588017111299260532,0
588017111298408536,0
588017111293624499,0
588017111293165717,0
588017111292903504,0
588017111288119480,0
588017111287464036,1
588017110762848401,0
588017110760947841,3
588017110755377260,5
588017110754918442,0
588017110752100495,0
588017110225125479,0
588017110224273488,0
588017110218768517,0
588017109682159710,0
588017109680980058,0
588017109678293099,1
588017109677965395,0
588017109677048023,2
588016893324886147,2
588016893323509909,0
588016892788211833,3
588016892786573452,0
588016892785524863,0
588016892784345251,0
588016892780281917,4
588016892780085295,0
588016892779495616,0
588016892250030307,0
588016892249243753,0
588016892247670793,0
588016892244984017,0
588016892244852852,0
588016892243804319,3
588016892242624677,3
588016891714011248,0
588016891713880194,1
588016891713880096,0
588016891710013583,0
588016891706867736,0
588016891178188932,0
588016891177795611,0
588016891176943719,0
588016891175632993,0
588016891173994507,0
588016890633846862,0
588016879904948440,1
588016879904424105,0
588016879903047817,0
588016879899836687,0
588016879367094437,0
588016879366832312,2
588016879366176795,0
588016879364669651,3
588016879363162401,0
588016878829830437,0
588016878822752760,0
588016878822097260,1
588016878294794344,3
588016878293549254,0
588016878293418162,0
588016878291124524,0
588016878290207002,0
588016878288765325,0
588016841248604164,3
588016841248407887,3
588016841246638281,0
588016841243885988,0
588016841243427064,0
588016840710226146,3
588016840709898490,2
588016840709767473,1
588016840175779877,2
588016840174993607,0
588016840169095525,0
588016839638515725,0
588016839637532865,3
588016526901837983,0
588015510366978364,0
588015510366978318,0
588015510361997521,1
588015510355443808,3
588015510349283400,0
588015510349152352,0
588015510348824672,0
588015510347710679,0
588015510344171640,0
588015510343712886,0
588015510342336591,0
588015510341615763,0
588015509826371730,2
588015509826044072,0
588015509823946898,0
588015509819359303,0
588015509816279129,0
588015509812740250,0
588015509805334636,3
588015509292974254,0
588015509283078244,3
588015509282750717,0
588015509281177755,0
588015509277442175,0
588015509270364319,1
588015508746469532,0
588015508742668425,0
588015508741292125,1
588015508740964403,2
588015508740898976,0
588015508740243562,3
588015508735721639,0
588015508727857294,0
588015508219166925,0
588015508216610932,2
588015508216152276,0
588015508213923982,3
588015508209336485,2
588015508205601005,3
588015508203110617,0
588015508202651861,0
588015508202061976,0
588015508200226923,0
588015508194918497,0
588015508194328717,1
588015508190789719,3
588015507682164873,0
588015507682033850,0
588015507679019141,1
588015507675283616,1
588015507674955982,0
588015507673317519,0
588015507665453212,1
588015507664470156,3
588015507660996744,0
588015507660210234,0
588015507657982093,0
588015507653918897,0
588015507652673666,0
588013384357380171,0
588013384354693211,2
588013384352465019,3
588013384351678614,3
588013384349384847,0
588013384338571457,0
588013383818739853,0
588013383810351112,0
588013383809433676,3
588013383805894804,2
588013383805042912,0
588013383802880210,0
588013383802552512,0
588013383801241805,2
588013383799079226,0
588013383795212630,0
588013383794164231,0
588013383283572856,1
588013383279378585,3
588013383275839610,0
588013383272759456,0
588013383269810181,0
588013383264632903,0
588013383262470469,2
588013383261290588,3
588013383260307642,0
588013383258472776,3
588013382740803760,0
588013382736150581,2
588013382727238096,3
588013382724288831,2
588013382208979101,1
588013382208651420,0
588013382203015379,0
588013382202949779,1
588013382200459424,0
588013382194626759,2
588013382191349914,5
588013382191087789,0
588013382190694599,4
588013382190563643,0
588013382182764919,0
588013381665947712,0
588013381664833701,0
588013381658738847,0
588013381657559053,0
588011219681149178,0
588011219680559233,0
588011219676168366,3
588011219673743497,0
588011219673153664,3
588011219672170717,5
588011219669549203,3
588011219143688342,2
588011219142705269,0
588011219138642099,3
588011219138445439,0
588011219138117772,0
588011219134513333,3
588011218606227605,3
588011218599936162,0
588011218597773486,2
588011218597249198,0
588011218066800771,3
588011218064965721,0
588011218063196293,0
588011218059395192,3
588011217535697129,0
588011217535172901,0
588011217528946792,0
588011217528225826,1
588011217525801079,0
588011217522589863,5
588011216989192341,0
588011216986833027,3
588011125195407489,3
588011125193048161,0
588011125191278702,0
588011125191016613,0
588011125190623439,0
588011125189509148,0
588011124658012327,0
588011124651196586,0
588011124649099318,0
588011124117405762,3
588011124116946994,3
588011124114260107,1
588011123585056886,0
588011123583090847,0
588011123582697551,0
588011123582107843,0
588011123581124658,3
588011123579879558,0
588011123579617386,0
588011123578634389,0
588011123578503326,3
588011123577847941,2
588011123576995978,3
588011123575685311,0
588011123047596160,3
588011123045695628,1
588011123042156643,0
588011123042091177,0
588011123039535299,3
588011122506465352,3
588011103183241513,3
588011103181799672,0
588011103180619982,2
588011103178457168,0
588011102643749155,0
588011102103404664,0
588011101565943944,0
588011101034381426,3
588011098336854111,3
588011098335150199,2
588011097263046831,3
588010880381944081,0
588010880380502203,0
588010880378011774,0
588010880377159840,0
588010880376570030,5
588010880375586903,3
588010880373293149,0
588010880372179085,2
588010880371064987,0
588010880368771202,0
588010880366805070,0
588010879846056174,0
588010879845269690,0
588010879840944165,2
588010879840419998,0
588010879836749918,0
588010879835373685,3
588010879831834736,3
588010879830655087,0
588010879830196350,0
588010879828033684,0
588010879309054208,0
588010879308464281,0
588010879308333178,0
588010879305121967,0
588010879304466608,3
588010879301976223,0
588010879300796488,0
588010879299354723,0
588010879297781862,3
588010879291555968,2
588010878771855534,0
588010878766678146,0
588010878764777733,0
588010878761828493,0
588010878761107596,0
588010878759600335,3
588010878757503081,0
588010878234525972,0
588010878232232066,0
588010878230724727,0
588010878230593658,1
588010878225154159,0
588010878223384732,0
588010878222467280,0
588010878221156543,0
588010878217027672,0
588010877698506786,0
588010877695426570,0
588010877694247090,0
588010877688676493,0
588010877687496846,0
588010877687365729,0
588010360160256112,0
588010360159928461,0
588010360159142069,3
588010360157896943,0
588010360157306958,0
588010360157175892,0
588010360153899208,0
588010360152916089,1
588010360150163610,0
588010360145838301,0
588010360141512995,0
588010359622598848,2
588010359621026019,0
588010359619321964,0
588010359616700545,0
588010359614406854,0
588010359614406675,0
588010359087694017,3
588010359085727902,0
588010359085400194,0
588010359082057945,3
588010359075700969,4
588010359069671640,0
588010359069475029,3
588010359068557597,0
588010359067115736,0
588010359066525732,3
588010359065149655,0
588010358551150733,0
588010358550757512,0
588010358548267094,0
588010358544400642,0
588010358540140741,0
588010358540075352,0
588010358539944164,3
588010358539813083,0
588010358539813052,0
588010358539550999,3
588010358539550893,0
588010358539288832,0
588010358538043481,0
588010358530310464,0
588010358529851676,0
588010358528934083,0
588010358014672971,0
588010358013100291,0
588010358010806278,0
588010358010347597,3
588010358007136301,0
588010358006939926,0
588010358000648278,3
588010357999337775,0
588010357997043839,0
588010357995602059,0
588010137343885413,0
588010137342640268,0
588010137342574744,0
588010137342378193,0
588010137340346518,0
588010137339953342,3
588010137339625642,5
588010136803868848,0
588010136803344610,0
588010136801968330,0
588010136267980870,0
588010136267849809,0
588010136267391209,0
588010136264638636,0
588010135732355185,0
588009372839051429,0
588009372838789203,3
588009372836626453,0
588009372833742941,0
588009371764326548,0
588009371763802123,0
588009371762098303,0
588009371760984116,0
588009371757117603,0
588009371227390012,0
588009371225751724,0
588009371221491800,3
588009370691502254,0
588009370689798213,0
588009368552865939,0
588009368551620694,2
588009368546115585,2
588009368016781452,1
588009368011276537,0
588009368009375914,0
588009368009310381,0
588009368009048233,1
588009367475847317,0
588009367473029230,0
588009367471784149,0
588009366941204578,0
588009366936944768,0
588009366936485900,0
588009366935306363,3
588009366402433162,0
588009366401253491,0
588009366398828688,0
588009365868970108,0
588009365867528346,2
588009365864185983,0
588009365862416558,0
588009365861761139,0
588009365861630051,0
588009365859139757,0
588007006327079047,3
588007006326751386,0
588007006319018151,3
588007006318624895,3
588007006317510747,0
588007006316462177,0
588007006048485484,0
588007005808820731,0
588007005807903212,0
588007005803315513,0
588007005802463516,0
588007005800038662,3
588007005794795641,2
588007005791912161,3
588007005789683827,5
588007005782737038,0
588007005782409322,0
588007005780574365,0
588007005778215088,0
588007005776183498,0
588007005775200411,0
588007005774348528,1
588007005773562034,0
588007005773365526,0
588007005769760972,0
588007005272539539,0
588007005265526847,3
588007005255565441,2
588007005253599395,5
588007005245866082,0
588007005230334328,0
588007004734685290,2
588007004733505713,3
588007004732653904,0
588007004727738591,3
588007004726296778,0
588007004720529583,0
588007004719022257,3
588007004719022251,1
588007004717908126,1
588007004708733057,0
588007004708143155,0
588007004194275607,0
588007004188180483,2
588007004182675616,0
588007004168978585,0
588007004161900688,5
588007004161573046,0
588007004159148185,3
588007004157968699,0
588007003654848796,3
588007003646066934,3
588007003643117633,0
588007003643052138,3
588007003635253450,0
588007003633418405,3
588007003630207079,1
588007003627126930,0
588007003627126901,0
588007003625095359,0
588007003624177879,0
587746211057434980,1
587746209983692987,1
587746208910606482,1
587746208910409881,0
587745970540642450,3
587745970540249514,0
587745970002919822,0
587745541055250580,3
587745541049614460,0
587745540521722079,3
587745540520280262,2
587745540519428231,0
587745540519362764,0
587745540518641756,0
587745540510580942,3
587745540507632096,0
587745539981705268,0
587745539980656804,0
587745539979935898,0
587745539977576473,3
587745539974299658,3
587745539970040352,0
587745539968532679,4
587745539447390447,0
587745539435528475,0
587745538911633492,1
587745538907898053,0
587745538905800889,0
587745538903900300,3
587745538903834633,0
587745404154347668,0
587745404154216716,0
587745404152643734,2
587745404151726109,0
587745404150087875,0
587745403616690426,0
587745403614068937,3
587745403608957188,0
587745403606466953,0
587745403604238834,0
587745403077263522,0
587745403076870322,0
587745403073921072,1
587745403068678483,0
587745402544324740,0
587745402543997070,1
587745402543538280,3
587745402543276196,0
587745402539147559,0
587745402536198374,0
587745402530562377,0
587745402003062955,0
587745402002472985,0
587745401995919773,0
587745245238853788,2
587745245234790600,3
587745244704276545,5
587745244703555698,0
587745244701130940,0
587745244695560369,0
587745244688679133,0
587745244162621525,3
587745244159803553,1
587745243630534803,0
587745243626405989,0
587745243625357496,3
587745243622801619,0
587745243622211836,0
587745243619590364,0
587745243615658543,0
587745243095433375,0
587745243088748709,3
587745243087765656,3
587745242556661855,3
